Period total fertility rates by birth order and period total fertility rates by birth order by age 40
Last modified: 2026-03-23
Code    Year       TFR      TFR1      TFR2      TFR3      TFR4     TFR5p     TFR40   TFR40_1   TFR40_2   TFR40_3   TFR40_4  TFR40_5p
CAN     2001     1.540     0.685     0.554     0.202     0.063     0.037     1.509     0.677     0.543     0.195     0.060     0.033
CAN     2002     1.518     0.681     0.538     0.198     0.063     0.038     1.487     0.674     0.527     0.192     0.060     0.034
CAN     2003     1.547     0.704     0.540     0.202     0.063     0.039     1.514     0.695     0.529     0.195     0.060     0.035
CAN     2004     1.557     0.710     0.544     0.201     0.063     0.038     1.521     0.700     0.532     0.194     0.060     0.034
CAN     2005     1.580     0.715     0.554     0.205     0.065     0.040     1.543     0.705     0.542     0.198     0.062     0.036
CAN     2006     1.629     0.731     0.577     0.210     0.068     0.041     1.588     0.721     0.564     0.202     0.065     0.037
CAN     2007     1.671     0.744     0.590     0.222     0.071     0.044     1.627     0.733     0.575     0.213     0.067     0.040
CAN     2008     1.703     0.752     0.600     0.229     0.075     0.047     1.656     0.740     0.584     0.220     0.070     0.042
CAN     2009     1.692     0.746     0.593     0.230     0.076     0.047     1.642     0.733     0.575     0.220     0.072     0.042
CAN     2010     1.647     0.715     0.581     0.227     0.075     0.048     1.594     0.701     0.563     0.217     0.070     0.043
CAN     2011     1.628     0.709     0.576     0.223     0.073     0.047     1.574     0.694     0.558     0.212     0.068     0.042
CAN     2012     1.629     0.713     0.576     0.220     0.073     0.047     1.572     0.698     0.557     0.209     0.068     0.041
CAN     2013     1.606     0.703     0.566     0.218     0.072     0.046     1.549     0.687     0.547     0.207     0.067     0.041
CAN     2014     1.611     0.702     0.571     0.219     0.072     0.047     1.552     0.686     0.550     0.208     0.067     0.042
CAN     2015     1.597     0.697     0.561     0.218     0.074     0.047     1.536     0.680     0.540     0.206     0.069     0.041
CAN     2016     1.589     0.681     0.565     0.219     0.074     0.050     1.528     0.665     0.544     0.207     0.069     0.043
CAN     2017     1.542     0.654     0.543     0.218     0.077     0.050     1.480     0.638     0.522     0.206     0.070     0.044
CAN     2018     1.504     0.634     0.529     0.213     0.076     0.053     1.439     0.617     0.507     0.200     0.069     0.046
CAN     2019     1.472     0.625     0.514     0.207     0.073     0.052     1.406     0.608     0.492     0.194     0.066     0.045
CAN     2020     1.407     0.607     0.481     0.195     0.071     0.052     1.341     0.590     0.460     0.182     0.065     0.044
CAN     2021     1.422     0.614     0.492     0.195     0.070     0.051     1.357     0.597     0.471     0.183     0.064     0.043
CAN     2022     1.314     0.578     0.448     0.177     0.065     0.046     1.247     0.560     0.426     0.164     0.058     0.039
CAN     2023     1.258     0.568     0.420     0.162     0.060     0.047     1.192     0.550     0.399     0.150     0.054     0.040
CHE     1998     1.470     0.701     0.529     0.178     0.046     0.016     1.441     0.692     0.519     0.173     0.043     0.014
CHE     1999     1.482     0.724     0.523     0.175     0.043     0.016     1.451     0.714     0.513     0.169     0.041     0.014
CHE     2000     1.496     0.731     0.529     0.175     0.045     0.016     1.464     0.720     0.518     0.170     0.043     0.013
CHE     2001     1.384     0.687     0.490     0.155     0.038     0.013     1.349     0.677     0.478     0.148     0.035     0.011
CHE     2002     1.390     0.692     0.494     0.155     0.037     0.013     1.354     0.679     0.482     0.148     0.034     0.010
CHE     2003     1.385     0.698     0.487     0.154     0.035     0.012     1.349     0.685     0.474     0.147     0.032     0.010
CHE     2004     1.416     0.721     0.497     0.152     0.035     0.011     1.378     0.708     0.484     0.145     0.032     0.009
CHE     2005     1.420     0.731     0.491     0.152     0.034     0.012     1.378     0.716     0.476     0.145     0.031     0.009
CHE     2006     1.437     0.736     0.501     0.155     0.034     0.011     1.391     0.720     0.485     0.147     0.031     0.009
CHE     2007     1.456     0.734     0.522     0.153     0.037     0.011     1.407     0.717     0.504     0.144     0.033     0.008
CHE     2008     1.484     0.739     0.534     0.163     0.037     0.012     1.431     0.720     0.515     0.154     0.034     0.009
CHE     2009     1.497     0.746     0.538     0.164     0.038     0.012     1.441     0.727     0.517     0.153     0.034     0.009
CHE     2010     1.524     0.762     0.547     0.167     0.037     0.011     1.464     0.742     0.524     0.157     0.032     0.008
CHE     2011     1.518     0.755     0.549     0.166     0.037     0.011     1.455     0.734     0.524     0.155     0.033     0.009
CHE     2012     1.526     0.747     0.562     0.167     0.038     0.012     1.459     0.724     0.536     0.155     0.033     0.009
CHE     2013     1.517     0.742     0.561     0.167     0.036     0.011     1.448     0.716     0.535     0.156     0.032     0.009
CHE     2014     1.539     0.756     0.563     0.173     0.036     0.011     1.466     0.729     0.536     0.160     0.032     0.008
CHE     2015     1.540     0.757     0.561     0.174     0.037     0.011     1.463     0.730     0.531     0.161     0.033     0.009
CHE     2016     1.546     0.767     0.558     0.171     0.038     0.012     1.466     0.739     0.527     0.159     0.033     0.009
CHE     2017     1.522     0.748     0.557     0.170     0.036     0.011     1.442     0.720     0.525     0.157     0.031     0.009
CHE     2018     1.519     0.737     0.561     0.171     0.038     0.011     1.436     0.707     0.529     0.158     0.033     0.009
CHE     2019     1.480     0.727     0.540     0.164     0.038     0.011     1.396     0.696     0.508     0.150     0.033     0.009
CHE     2020     1.465     0.719     0.531     0.167     0.037     0.011     1.385     0.689     0.502     0.153     0.032     0.009
CHE     2021     1.517     0.733     0.562     0.173     0.038     0.012     1.437     0.706     0.529     0.159     0.033     0.010
CHE     2022     1.388     0.681     0.508     0.155     0.034     0.011     1.307     0.651     0.476     0.142     0.029     0.009
CHE     2023     1.332     0.659     0.487     0.141     0.034     0.011     1.253     0.629     0.457     0.129     0.029     0.008
CHE     2024     1.288     0.643     0.467     0.135     0.033     0.011     1.211     0.613     0.438     0.123     0.029     0.008
CHL     1992     2.499     0.953     0.758     0.441     0.201     0.145     2.418     0.945     0.745     0.423     0.185     0.121
CHL     1993     2.442     0.949     0.743     0.426     0.191     0.134     2.361     0.941     0.730     0.407     0.174     0.110
CHL     1994     2.394     0.954     0.723     0.412     0.183     0.122     2.318     0.947     0.710     0.392     0.168     0.101
CHL     1995     2.307     0.939     0.694     0.391     0.171     0.112     2.233     0.933     0.682     0.372     0.155     0.092
CHL     1996     2.271     0.942     0.688     0.378     0.162     0.102     2.199     0.935     0.676     0.359     0.146     0.083
CHL     1997     2.210     0.928     0.671     0.365     0.152     0.093     2.138     0.920     0.659     0.346     0.137     0.077
CHL     1998     2.173     0.912     0.669     0.358     0.148     0.086     2.103     0.905     0.656     0.338     0.134     0.070
CHL     1999     2.105     0.880     0.657     0.347     0.138     0.081     2.037     0.874     0.645     0.328     0.125     0.066
CHL     2000     2.085     0.872     0.652     0.344     0.140     0.078     2.017     0.865     0.638     0.324     0.126     0.064
CHL     2001     2.053     0.854     0.651     0.340     0.134     0.073     1.984     0.847     0.638     0.320     0.120     0.059
CHL     2002     1.986     0.829     0.634     0.329     0.127     0.067     1.917     0.821     0.621     0.308     0.113     0.054
CHL     2003     1.940     0.794     0.628     0.330     0.122     0.064     1.870     0.787     0.614     0.309     0.108     0.051
CHL     2004     1.900     0.792     0.618     0.317     0.116     0.057     1.831     0.785     0.604     0.295     0.102     0.045
CHL     2005     1.883     0.791     0.611     0.313     0.113     0.056     1.815     0.783     0.596     0.291     0.100     0.045
CHL     2006     1.875     0.806     0.600     0.307     0.110     0.053     1.804     0.798     0.584     0.284     0.095     0.042
CHL     2007     1.930     0.846     0.623     0.307     0.105     0.049     1.860     0.838     0.607     0.284     0.092     0.039
CHL     2008     1.963     0.868     0.637     0.311     0.101     0.046     1.891     0.860     0.620     0.288     0.088     0.036
CHL     2009     1.988     0.894     0.641     0.310     0.099     0.044     1.913     0.884     0.623     0.286     0.086     0.034
CHL     2010     1.956     0.836     0.643     0.324     0.107     0.046     1.881     0.828     0.625     0.300     0.093     0.036
CHL     2011     1.924     0.812     0.639     0.324     0.104     0.045     1.847     0.803     0.620     0.298     0.090     0.035
CHL     2012     1.875     0.806     0.619     0.307     0.099     0.044     1.801     0.797     0.601     0.284     0.085     0.035
CHL     2013     1.858     0.795     0.623     0.300     0.098     0.043     1.782     0.785     0.604     0.276     0.084     0.034
CHL     2014     1.919     0.812     0.651     0.315     0.098     0.043     1.840     0.801     0.630     0.290     0.085     0.034
CHL     2015     1.859     0.785     0.642     0.303     0.091     0.037     1.778     0.773     0.620     0.277     0.078     0.029
CHL     2016     1.753     0.710     0.617     0.299     0.090     0.036     1.671     0.699     0.593     0.273     0.078     0.028
CHL     2017     1.648     0.687     0.569     0.275     0.083     0.033     1.567     0.674     0.545     0.251     0.071     0.026
CHL     2018     1.662     0.709     0.562     0.274     0.084     0.033     1.582     0.695     0.538     0.250     0.073     0.026
CHL     2019     1.573     0.695     0.525     0.252     0.073     0.028     1.493     0.679     0.500     0.230     0.063     0.021
CHL     2020     1.459     0.645     0.502     0.213     0.072     0.026     1.383     0.628     0.479     0.193     0.062     0.021
CZE     1950     2.799     1.040     0.833     0.460     0.222     0.245     2.707     1.032     0.820     0.442     0.207     0.205
CZE     1951     2.769     1.044     0.807     0.450     0.223     0.245     2.683     1.037     0.795     0.434     0.208     0.208
CZE     1952     2.711     1.037     0.780     0.434     0.222     0.238     2.631     1.031     0.770     0.419     0.208     0.202
CZE     1953     2.624     0.978     0.769     0.428     0.215     0.233     2.546     0.973     0.759     0.413     0.202     0.198
